Id,Start time,Completion time,Location,Job Title,Industry,JupyterNotebookLevel,Expectations
248,1/31/2024 6:22,1/31/2024 6:24,Spain,Director,Technology,Intermediate,New ideas and technologies to solve security problems
249,1/31/2024 6:40,1/31/2024 6:41,United States,manager,Student,Intermediate,msticpy
250,1/31/2024 6:47,1/31/2024 6:48,United States,Cyber Threat Intelligence Team Lead,Technology,Beginner,Real world applications and how to operationalize notebooks with a team.
251,1/31/2024 6:51,1/31/2024 6:52,India,Analyst,Healthcare,Beginner,Lets find out
252,1/31/2024 6:55,1/31/2024 6:57,United States,Senior Security Researcher ,Technology,Intermediate,Learning more on how to leverage MSTICPy. 
253,1/31/2024 7:08,1/31/2024 7:10,czech republic,Web Security Analyst,Finance,Intermediate,
254,1/31/2024 8:02,1/31/2024 8:03,South Africa,Technology Specialist,Technology,Beginner,
255,1/31/2024 8:05,1/31/2024 8:06,Netherlands,Technology Specialist,Hotel & Food Services,Beginner,
256,1/31/2024 8:28,1/31/2024 8:31,United States,Sr. Dir. Cybersecurity Operations,Technology,Beginner,
257,1/31/2024 8:43,1/31/2024 8:44,United States,Head of Information Security and Privacy,Technology,Beginner,Erryythang
258,1/31/2024 9:01,1/31/2024 9:02,United States,Security Researcher,Technology,Beginner,
259,1/31/2024 9:27,1/31/2024 9:27,United States,IR,Finance,Beginner,
260,1/31/2024 9:35,1/31/2024 9:38,United States,Sr. Threat Management Consultant,Finance,Beginner,red teaming with jupyter notebooks and automating adversary emulation
261,1/31/2024 8:11,1/31/2024 9:45,Egypt,Security Engineer,Hotel & Food Services,Beginner,
262,1/31/2024 9:47,1/31/2024 9:48,United States,Security Engineer,Technology,Intermediate,Crunch data from various security tools to provide targeted focus on security remediations and incident response
263,1/31/2024 9:51,1/31/2024 9:52,United States,Threat Analyst,Technology,Beginner,
264,1/31/2024 10:10,1/31/2024 10:11,United States,Security Analyst,Education,Beginner,
265,1/31/2024 10:34,1/31/2024 10:36,India,Student,Student,Beginner,I'm interested in learning SOC
266,1/31/2024 10:46,1/31/2024 10:47,United States,Senior Security Engineer,Technology,Intermediate,New ways to use it. Interested in Forensic options.
267,1/31/2024 13:25,1/31/2024 13:26,United States,Security Engineer,Technology,Intermediate,Threat hunting fun!
268,1/31/2024 9:00,1/31/2024 14:33,United States,Forensic,Healthcare,Beginner,
269,1/31/2024 14:34,1/31/2024 14:35,United States,Dir Cyber Engineering,Healthcare,Beginner,
270,1/31/2024 14:35,1/31/2024 14:36,United States,Cyber Security Engineer,Technology,Beginner,I would like to see if this environment could be relevant to my job functions.
271,1/31/2024 14:39,1/31/2024 14:40,United States,IT Engineer,Healthcare,Beginner,
272,1/31/2024 17:16,1/31/2024 17:18,New Zealand,Security Analyst,Technology,Beginner,
273,1/31/2024 20:05,1/31/2024 20:06,United States,Security Manager,Technology,Intermediate,
274,1/31/2024 20:32,1/31/2024 20:33,Argentina,Student,Student,Intermediate,
276,1/31/2024 22:24,1/31/2024 22:24,Australia,Student ,Student,Beginner,
277,2/1/2024 2:37,2/1/2024 2:38,INDIA,Manager,Finance,Intermediate,To learn about new packages.
278,2/1/2024 3:34,2/1/2024 3:54,United Kingdom,Operational Security Analyst,Technology,Beginner,Understand some of the uses of Jupyter Notebooks in cyber security
279,2/1/2024 5:18,2/1/2024 5:19,Portugal,Support Engineer,Technology,Beginner,
280,2/1/2024 6:42,2/1/2024 6:43,Canada,Senior Manager - Incident Response,Consulting,Intermediate,
281,2/1/2024 6:50,2/1/2024 6:51,Bahrain,Security Consultant,Consulting,Intermediate,
282,2/1/2024 8:03,2/1/2024 8:03,United Kingdom,Intel Analyst,Technology,Beginner,
283,2/1/2024 9:37,2/1/2024 9:39,India,Associate Technical Consultant,Technology,Beginner,I need strengthen the knowledge to intermediate level
284,2/1/2024 9:48,2/1/2024 9:50,United States,Pen Tester,Consulting,Beginner,Gaining knowledge around using Jupyter notebooks for pen testing / red teaming.
285,2/1/2024 10:12,2/1/2024 10:12,United States,Cybersecurity Analyst,Finance,Intermediate,
286,2/1/2024 11:54,2/1/2024 11:56,United States,Intelligence Analyst,Finance,Beginner,
287,2/1/2024 18:04,2/1/2024 18:05,Canada,Threat hunter,Finance,Beginner,
288,2/1/2024 18:49,2/1/2024 18:50,United States,Security Researcher,Technology,Beginner,
289,2/1/2024 19:09,2/1/2024 19:12,Canada,Security Specialist,Education,Beginner,I will to learn the newest trends and help get a better overview of what is out there in technology changes and challenges.
290,2/1/2024 20:56,2/1/2024 20:57,United States,SOC Engineer,Technology,Intermediate,Methodologies and Approaches to reproduce the work and collaboration on new ideas of Data Exploration
291,2/1/2024 21:58,2/1/2024 22:00,China,Security Manager,Technology,Intermediate,how to use it in daily operation on SOC
292,2/1/2024 22:08,2/1/2024 22:11,United States,Senior End User Compute Analyst,Healthcare,Beginner,Implementation of security reporting for operations and leadership presentation. 
293,2/1/2024 23:16,2/1/2024 23:18,Australia,Cyber Security Anlayst,Technology,Beginner,Anything and everything
294,2/2/2024 1:19,2/2/2024 1:20,India,Threat Analyst,Technology,Intermediate,na
295,2/2/2024 4:28,2/2/2024 4:31,Poland,Security Engineer,Retail,Beginner,
296,2/2/2024 4:57,2/2/2024 5:03,Brazil,Security Engineer,Technology,Intermediate,New use cases that I can get as ideas to apply in my daily basis routine.
297,2/2/2024 6:47,2/2/2024 6:48,Bulgaria,Cloud Security Architect,Consulting,Beginner,
298,2/2/2024 8:15,2/2/2024 8:18,United States,Manager of Information Security Incident Response,Technology,Beginner,
299,2/2/2024 8:39,2/2/2024 8:40,Belgium,Threat Hunter,Technology,Intermediate,
300,2/2/2024 8:45,2/2/2024 8:46,United States,Cyber Security Support Specialist ,Education,Beginner,
301,2/2/2024 11:50,2/2/2024 11:51,United States,Cyber Security Director,Technology,Beginner,
302,2/2/2024 14:18,2/2/2024 14:19,United States,Senior Cyber Security Specialist,Technology,Beginner,
303,2/2/2024 14:32,2/2/2024 14:32,germany,sec engineer,Consulting,Intermediate,
304,2/2/2024 14:49,2/2/2024 14:50,United States,Endpoint Manager,Healthcare,Beginner,
305,2/2/2024 16:24,2/2/2024 16:24,United States,Architect,Healthcare,Intermediate,
306,2/2/2024 18:17,2/2/2024 18:17,United States,Security Researcher,Technology,Beginner,
307,2/3/2024 0:14,2/3/2024 0:17,United States,None - Unemployeed,Technology,Beginner," threat detection, malware analysis, securing a business at scale."
308,2/3/2024 4:47,2/3/2024 4:48,Belgium,Detection Engineer,Technology,Advanced,
309,2/3/2024 14:57,2/3/2024 14:59,Canada,Information Security Consultant ,Consulting,Intermediate,
310,2/3/2024 15:24,2/3/2024 15:25,United States,"Consulting Director, DFIR",Consulting,Intermediate,
311,2/4/2024 9:29,2/4/2024 9:41,France,sec analyst,Finance,Intermediate,"Many thanks for the MSTICPy project, I'm in love with it. I expect to learn about topics covered in this year�s talks. I want to find new techniques and ideas to help me to expand the usage of infosec jupyter notebooks in my company. My aim is to convince managers to give us more time and budget, to enable us to develop an expertise and contribute back to the msticpy community."
312,2/4/2024 9:55,2/4/2024 9:56,United States,Threat intel- Hunt team ,Healthcare,Beginner,Cool ways to use notebooks. 
313,2/4/2024 14:16,2/4/2024 14:20,India,Cloud Security Specialist,Technology,Beginner,"how to gain meaningful insights using Jupyter Notebooks from vulnerabilities, OSINT, Inventory etc data and how to present these insights in a pretty way. :) 
"
314,2/4/2024 14:31,2/4/2024 14:31,Italy,CyberSecurity Manager ,Technology,Beginner,
315,2/4/2024 15:00,2/4/2024 15:01,czech republic,Sec engineer/architect,Technology,Beginner,
316,2/4/2024 18:26,2/4/2024 18:28,India,Cybersecurity consultant,Consulting,Beginner,Advanced Threat hunting
317,2/5/2024 1:18,2/5/2024 1:19,South Africa,Cyber Security Operations Specialist,Finance,Beginner,
318,2/5/2024 1:19,2/5/2024 1:20,South Africa,Security,Technology,Beginner,Everything there is to learn.
319,2/5/2024 1:27,2/5/2024 1:29,South Africa,Cyber Security Operations Specialist,Technology,Beginner,How they are being used to detect and respond to threats
320,2/5/2024 1:42,2/5/2024 1:43,Austria,Security Engineer,Technology,Beginner,
321,2/5/2024 2:27,2/5/2024 2:28,Austria,Security Engineer,Technology,Beginner,
322,2/5/2024 3:49,2/5/2024 3:49,Bulgaria,Security Operations Officer,Finance,Beginner,
323,2/5/2024 4:02,2/5/2024 4:04,Germany,Security Analyst ,Consulting,Beginner,Usage of Notebooks in security 
324,2/5/2024 6:56,2/5/2024 6:58,United Kingdom,IT Security Engineer,Technology,Beginner,
325,2/5/2024 7:00,2/5/2024 7:00,Argentina,Security Lead & Data Engineer,Technology,Advanced,
326,2/5/2024 7:31,2/5/2024 7:33,United States,Senior Cybersecurity Risk & Governance Analyst,Technology,Beginner,
327,2/5/2024 7:59,2/5/2024 8:00,United Kingdom,Incident Lead,Technology,Beginner,
328,2/5/2024 9:02,2/5/2024 9:04,Canada,Risk Consultant,Consulting,Beginner,I expect a solid introduction about Jupyter Notebooks.
329,2/5/2024 9:04,2/5/2024 9:05,India,Cyber Security Lead,Finance,Beginner,
330,2/5/2024 9:10,2/5/2024 9:13,United States,Cyber Threat Intelligence Manager,Finance,Beginner,Would like to know more about what it is and how threat intelligence teams are using the tool. 
331,2/5/2024 9:30,2/5/2024 9:31,India,SOC consultant,Technology,Beginner,understand the applied usecases and innovations
332,2/5/2024 9:33,2/5/2024 9:35,India,Security Engineer,Technology,Intermediate,KT
333,2/5/2024 9:42,2/5/2024 9:46,United States,Vulnerability Intelligence Analyst,Finance,Beginner,Learning how Jupyter Notebooks can enhance my role.
334,2/5/2024 10:54,2/5/2024 10:54,United States,Data Scientist,Technology,Beginner,
335,2/5/2024 13:36,2/5/2024 13:37,United States,Threat Detection Engineer ,Retail,Intermediate,What ever I can.  Probably best practices and new ways to use notebooks in Detect/Hunt workflows. 
336,2/5/2024 14:21,2/5/2024 14:22,United States,Network Security Engineer,Technology,Beginner,
337,2/5/2024 15:36,2/5/2024 15:37,United States,Software Engineer,Technology,Beginner,Overview 
338,2/5/2024 19:14,2/5/2024 19:20,Australia,Technician,Technology,Intermediate,Identification of anomalies in network logs.
339,2/5/2024 19:33,2/5/2024 19:34,Australia,Technician,Technology,Intermediate,Identifying anomalies in network logs.
340,2/5/2024 21:43,2/5/2024 21:45,Australia,Team Lead - Managed Detection Response,Technology,Intermediate,
341,2/5/2024 21:53,2/5/2024 21:54,malaysia,network security technician,Technology,Beginner,learn how to use jupyter notebook
342,2/6/2024 2:08,2/6/2024 2:09,Finland,Technical Specialist - Security,Technology,Beginner,c00l stuff :)
343,2/6/2024 3:44,2/6/2024 3:46,India,Threat Hunter,Technology,Beginner,Wanted to learn How Jupyter Notebooks can be useful for threat hunting and investigation purpose
344,2/6/2024 4:55,2/6/2024 4:56,Netherlands,Incident Response Coordinator,Technology,Intermediate,
345,2/6/2024 4:56,2/6/2024 4:57,Netherlands,Incident Responder,Technology,Intermediate,
346,2/6/2024 3:13,2/6/2024 8:33,Brussels,Cyber Threat Analyst,Technology,Intermediate,Exploring Cyber use cases 
347,2/6/2024 8:48,2/6/2024 8:51,United States,Data Scientist IV,Technology,Advanced,
348,2/6/2024 9:14,2/6/2024 9:14,United States,Security Researcher,Technology,Intermediate,
349,2/6/2024 10:44,2/6/2024 10:46,United States,Software Engineer,Technology,Beginner,
350,2/6/2024 12:04,2/6/2024 12:07,United States,Software senior principal engineer,Technology,Expert,"Analysis, security, notebooky things"
351,2/6/2024 12:56,2/6/2024 12:56,United States,Consultant,Technology,Beginner,
352,2/6/2024 14:54,2/6/2024 14:54,United Kingdom,SOC Manager,Finance,Beginner,Really looking for inspiration
353,2/6/2024 8:52,2/7/2024 1:03,South Africa,Manager,Consulting,Beginner,Gain Experience in Jupyter Notebook
354,2/7/2024 1:35,2/7/2024 1:36,Singapore,Assistant Engineer,Technology,Beginner,Interesting notebooks created by others
355,2/7/2024 6:15,2/7/2024 6:17,Ireland,Threat Hunting Manager,Finance,Intermediate,How to apply Jupyter Notebooks to supplement tooling in real world threat hunting activities.
356,2/7/2024 6:49,2/7/2024 6:49,United States,analyst,Finance,Beginner,
357,2/7/2024 7:47,2/7/2024 7:48,United States,Senior IT Vulnerability Management Engineer,Finance,Beginner,Learn something new
358,2/7/2024 8:28,2/7/2024 8:28,Germany,Cyber Security Engineer,Technology,Intermediate,ML stuff
359,2/7/2024 9:07,2/7/2024 9:08,United States,Security engineers ,Technology,Beginner,How to start using them
360,2/7/2024 9:58,2/7/2024 10:02,United States,Threat Detection Engineer,Finance,Beginner,
361,2/7/2024 11:58,2/7/2024 12:01,Canada,Cybersecurity Analyst,Healthcare,Beginner,Learn and discover this technology.
362,2/7/2024 12:09,2/7/2024 12:10,United States,"Sys Admin, Cyber",Technology,Intermediate,
363,2/7/2024 12:21,2/7/2024 12:23,Canada,SOC Analyst,Technology,Beginner,How to make my SOC better
364,2/7/2024 12:54,2/7/2024 12:55,Canada,Senior Security Analyst,Technology,Beginner,Anything to start my journey.
365,2/7/2024 14:06,2/7/2024 14:07,United States,Solution Architect,Technology,Beginner,
366,2/7/2024 14:09,2/7/2024 14:12,United States,Security Analyst,Finance,Beginner,security uses for notebooks
367,2/7/2024 16:52,2/7/2024 16:53,United States,Security Data Scientist,Technology,Expert,
368,2/7/2024 21:34,2/7/2024 21:36,United States,Cyber Threat Analyst,Technology,Intermediate,How others are using it in  cyber defense.
369,2/7/2024 22:56,2/7/2024 22:58,United States,Registered Nurse,Healthcare,Beginner,Hopefully some new information that I could apply to my self-studying in the future.
370,2/8/2024 6:02,2/8/2024 6:02,Spain,DPO,Healthcare,Beginner,
371,2/8/2024 9:56,2/8/2024 9:57,Slovakia,SOC Analyst,Technology,Beginner,How to use it in cybersecurity
372,2/8/2024 10:29,2/8/2024 10:30,United States,Lead Senior Information Security Engineer,Technology,Beginner,
373,2/8/2024 13:41,2/8/2024 13:41,United States,Staff Security Engineer ,Technology,Advanced,
374,2/8/2024 17:23,2/8/2024 17:24,Belgium,Head of Cyber Detection and Response,Healthcare,Beginner,
375,2/9/2024 8:21,2/9/2024 8:25,Mexico,Incident Response,Hotel & Food Services,Beginner,"Learn about Jupyter, how it works and how to use it for cybersecurity"
376,2/9/2024 9:10,2/9/2024 9:11,United States,InfoSec Engineer,Finance,Beginner,Get a good overall concept how to use and implement. 
377,2/9/2024 10:18,2/9/2024 10:21,United States,Security Researcher,Student,Beginner,best practices and real-world applications
378,2/9/2024 10:42,2/9/2024 10:44,United States,Corporate Director,Technology,Beginner,Use cases and how to improve security processes.
379,2/9/2024 12:50,2/9/2024 12:51,United States,Student,Student,Beginner,I want to learn about the applications of Jupyter Notebooks in the security field
380,2/9/2024 13:09,2/9/2024 13:10,Argentina,Threat Analyst,Technology,Beginner,
381,2/9/2024 13:14,2/9/2024 13:14,United States,Information Security Professional,Technology,Intermediate,
382,2/9/2024 13:13,2/9/2024 13:16,United States,"Co-Founder, CEO",Technology,Beginner,Learn the applicability of notebooks to security. 
383,2/9/2024 15:02,2/9/2024 15:03,United States,Threat Response,Technology,Beginner,
384,2/9/2024 15:15,2/9/2024 15:16,United States,Mgr Threat Response,Technology,Beginner,
385,2/9/2024 18:12,2/9/2024 18:14,United States,Strategic Partner Alliance Manager ,Technology,Beginner,A Ton about 2024 updates 
386,2/9/2024 22:20,2/9/2024 22:21,Brasil ,Cyber security analyst ,Technology,Beginner,
387,2/9/2024 23:22,2/9/2024 23:24,India,Detection Engineer ,Technology,Intermediate,
388,2/10/2024 6:06,2/10/2024 6:07,India ,Detection Engineer ,Technology,Intermediate,
389,2/10/2024 16:22,2/10/2024 16:23,United Kingdom,Cyber Intel Analyst,Technology,Intermediate,
390,2/10/2024 19:18,2/10/2024 19:55,Vietnam,Security Specialist,Finance,Beginner,learn more from using Jupyter notebooks for security research
391,2/11/2024 20:07,2/11/2024 20:07,Australia,Security Researcher,Technology,Intermediate,
392,2/11/2024 23:16,2/11/2024 23:20,India,Senior Security Researcher,Technology,Beginner,
393,2/12/2024 1:57,2/12/2024 1:58,Australia,Security Researcher,Technology,Intermediate,
394,2/12/2024 3:33,2/12/2024 3:34,France,Computer stuff,Technology,Advanced,Have a look at how other are doing with the technology and cybersecurity.
395,2/12/2024 3:46,2/12/2024 3:48,Germany,Security Engineer,Technology,Intermediate,Interesting CTI and ML usecases
396,2/12/2024 6:04,2/12/2024 6:05,Spain,Security Researcher,Technology,Intermediate,
397,2/12/2024 8:40,2/12/2024 8:41,France,Security Engineer,Technology,Beginner,Learn more on how my peers are using Jupyter for security purposes.
398,2/12/2024 9:51,2/12/2024 9:52,canada,researcher,Technology,Intermediate,
399,2/12/2024 11:31,2/12/2024 11:34,United States,Global Offensive Assessment Program Manager,Finance,Beginner,Just looking to get my feet wet with the platform.  
400,2/12/2024 11:33,2/12/2024 11:35,United States,Senior Incident Response Analyst,Technology,Beginner,We are currently exploring ways to integrate Jupyter into our current workflow of Elastic and Service Now. 
401,2/12/2024 11:48,2/12/2024 11:53,United States,Security Analyst,Technology,Beginner,What is a Jupyter Notebook and how are they used for cybersecurity.
402,2/12/2024 12:02,2/12/2024 12:03,United Kingdom,Data Scientist,Finance,Expert,
403,2/12/2024 12:06,2/12/2024 12:06,United States,Senior Data and Applied Scientist,Technology,Expert,
404,2/12/2024 12:41,2/12/2024 12:42,Poland,Threat Researcher,Finance,Beginner,
405,2/12/2024 14:40,2/12/2024 14:42,Canada,Security Engineer,Technology,Expert,
406,2/12/2024 15:35,2/12/2024 15:38,Italy,Transport modeller; Cyber security student,Consulting,Advanced,Best practices
407,2/12/2024 16:24,2/12/2024 16:25,Canada,Manager,Finance,Beginner,
408,2/12/2024 16:30,2/12/2024 16:32,France,Cybersecurity Engineer,Technology,Beginner,
409,2/12/2024 18:42,2/12/2024 18:45,London,Security engineer,Healthcare,Beginner,"Collaboration, automation, information analysis, visualization for threat hunting and threat landscape assessment"
410,2/12/2024 18:51,2/12/2024 18:53,Australia,Security Engineer,Technology,Beginner,Tips and tricks for using Jypyter notebook in SecOps
411,2/12/2024 20:26,2/12/2024 20:27,Indonesia,Security Researcher,Finance,Beginner,Have inspiration and idea
412,2/12/2024 21:06,2/12/2024 21:07,Singapore,Lead Detection Engineer,Technology,Intermediate,
413,2/12/2024 23:09,2/12/2024 23:10,United States,Detection & Response Engineer,Technology,Beginner,
414,2/12/2024 23:27,2/12/2024 23:30,United States,Student,Student,Beginner,Whatever I can!
415,2/13/2024 3:58,2/13/2024 4:01,FRANCE,Digital Forensics,Technology,Beginner,
416,2/13/2024 4:42,2/13/2024 4:43,Belgium,"Founder, Threat Intelligence Expert",Consulting,Beginner,"Use cases I can learn from to implement in my work and improve my work to collect, process and analyse information."
417,2/13/2024 4:43,2/13/2024 4:45,Ireland,Sr. Security Engineering Manager,Technology,Intermediate,New techniques. Interesting ways to use Jupyter notebooks in security
418,2/13/2024 4:59,2/13/2024 5:00,Sweden,siso,Finance,Intermediate,
419,2/13/2024 6:39,2/13/2024 6:40,United Kingdom,Manager,Technology,Beginner,Seeking a general overview in order to expand personal knowledge
420,2/13/2024 6:54,2/13/2024 6:56,United Kingdom,Security Researcher,Technology,Beginner,If and/or how I could use it in my role
421,2/13/2024 7:02,2/13/2024 7:04,Canada,Senior Security Researcher,Consulting,Beginner,Learn more about it
422,2/13/2024 7:15,2/13/2024 7:16,United States,Lead Security Data Scientist,Retail,Advanced,
423,2/13/2024 8:56,2/13/2024 8:59,Canada,Threat Analyst,Finance,Beginner,
424,2/13/2024 9:00,2/13/2024 9:02,United States ,Cybersecurity data scientists ,Finance,Intermediate,New ways to process cyber datasets for better detections and also leveraging generative AI
425,2/13/2024 9:01,2/13/2024 9:02,United States,Security Analyst,Finance,Advanced,I have no idea. 
427,2/13/2024 9:31,2/13/2024 9:31,United States,Senior security operations analyst,Technology,Beginner,
428,2/13/2024 9:37,2/13/2024 9:38,Kenya,Security Engineer,Finance,Intermediate,
429,2/13/2024 9:50,2/13/2024 9:51,United States,Malware Analyst,Finance,Beginner,
430,2/13/2024 9:55,2/13/2024 9:56,United Kingdom,Lead Security Engineer,Finance,Beginner,
431,2/13/2024 9:54,2/13/2024 9:56,United States,Student,Education,Beginner,"I expect to learn leading security researchers, amazing things they are doing with notebooks in the field of Cybersecurity."
432,2/13/2024 10:41,2/13/2024 10:54,United States,Cybersecurity Engineer,Finance,Beginner,
433,2/13/2024 10:57,2/13/2024 10:58,Germany,Security Architect,Healthcare,Beginner,
434,2/13/2024 10:58,2/13/2024 10:59,United States,Staff Security Engineer,Technology,Intermediate,Just want to listen to the talks.
435,2/13/2024 10:58,2/13/2024 11:00,Czech Republic,cyber security analyst,Technology,Beginner,
436,2/13/2024 11:13,2/13/2024 11:14,United States,Secutity Engineer,Technology,Beginner,How Jupyter notebooks are used in security
437,2/13/2024 11:25,2/13/2024 11:26,United Kingdom,Threat Intelligence Analyst,Technology,Advanced,Learn new ways/libraries to visualise and explore threat data with Jupyter notebooks.
438,2/13/2024 11:38,2/13/2024 11:40,Canada,"Senior Advisor, Information Security",Consulting,Beginner,
439,2/13/2024 12:19,2/13/2024 12:20,United States,"Senior Director, Detection Research",Technology,Intermediate,How similar organization are applying the technology to meet their customers greatest needs.
440,2/13/2024 13:02,2/13/2024 13:03,Czech Republic,Security engineer,Technology,Beginner,
441,2/13/2024 13:11,2/13/2024 13:11,Spain,Incident Responder,Technology,Beginner,
442,2/13/2024 13:42,2/13/2024 13:44,South Africa,ICT security Enginer,Finance,Beginner,"IT security concept, ramsomware  and threathhurting."
443,2/13/2024 13:48,2/13/2024 13:49,Portugal,Security engineer,Technology,Intermediate,"Use cases, analytics methods"
444,2/13/2024 13:58,2/13/2024 13:59,Canada,Senior Threat Researcher,Technology,Intermediate,
445,2/13/2024 14:11,2/13/2024 14:12,United States,Senior SOC Analyst,Technology,Advanced,
446,2/13/2024 14:02,2/13/2024 15:04,Australia ,Consultant ,Finance,Beginner,How to use it in Cyber Security ?
447,2/13/2024 15:23,2/13/2024 15:26,United States,Sr Security Forensics Consultant ,Finance,Beginner,
448,2/13/2024 15:48,2/13/2024 15:49,United States,Network Threat Hunter,Finance,Beginner,Good Notebooks to use for threat hunting and ideas for developing my own.
449,2/13/2024 16:10,2/13/2024 16:11,Colombia ,Analista senior ,Technology,Beginner,
450,2/13/2024 16:45,2/13/2024 16:47,United States,Consultant,Consulting,Beginner,How to incorporate Jupyter notebooks with Cybersecurity services for ML/statistical analysis purposes.
451,2/13/2024 16:48,2/13/2024 16:51,United States,Lead Security Engineer,Finance,Beginner,"Threat hunting techniques, automated detection updating"
452,2/13/2024 16:52,2/13/2024 16:55,Colombia,Analista senior ,Technology,Beginner,
453,2/13/2024 16:58,2/13/2024 17:01,United States,Security Researcher,Technology,Beginner,Get more familiar with using it. Learn in general.
454,2/13/2024 17:01,2/13/2024 17:02,United States,SIEM Data Analyst,Finance,Beginner,
455,2/13/2024 17:20,2/13/2024 17:21,United States,IT Security Mgr,Consulting,Beginner,As much as possible LOL.   Some base familiarity would like to expand knowledge
456,2/13/2024 17:31,2/13/2024 17:33,Mexico,Security Engineer,Consulting,Beginner,
457,2/13/2024 17:44,2/13/2024 17:47,Norway,Chief Consultant,Consulting,Beginner,To see what other people are doing with ML in infosec
458,2/13/2024 17:49,2/13/2024 17:50,United States,Analyst,Healthcare,Beginner,Cybersecurity related information
459,2/13/2024 17:58,2/13/2024 18:00,United Kingdom,Security Researcher,Consulting,Intermediate,
460,2/13/2024 18:01,2/13/2024 18:03,United Kingdom,Security Researcher,Technology,Beginner,"Listen to the experts, get insights and perspectives."
461,2/13/2024 19:17,2/13/2024 19:18,India ,Manager ,Technology,Beginner,
462,2/13/2024 19:19,2/13/2024 19:20,Austria,Security Consultant,Consulting,Advanced,How to use them for AD security
463,2/13/2024 19:35,2/13/2024 19:36,Singapore,Engineer,Technology,Intermediate,
464,2/13/2024 19:47,2/13/2024 19:48,United Kingdom,security researcher,Consulting,Advanced,
465,2/13/2024 20:01,2/13/2024 20:02,Australia,Security Architect,Finance,Beginner,
466,2/13/2024 21:04,2/13/2024 21:05,canada,security researcher,Technology,Advanced,Looking forward to see some new stuff people do with Jupyter
467,2/13/2024 21:06,2/13/2024 21:09,Portugal ,Security Consultant,Consulting,Beginner,How threat modeling can be integrated within red and blue team processes
468,2/13/2024 17:01,2/13/2024 21:36,United States,funemployed,Consulting,Expert,see how others are using notebooks these days - especially what interfaces they gravitate towards.
469,2/13/2024 22:42,2/13/2024 22:43,India,Student,Education,Intermediate,
470,2/13/2024 22:50,2/13/2024 22:51,Guatemala ,Analyst,Technology,Beginner,
471,2/13/2024 23:04,2/13/2024 23:06,United States,Security Advisor ,Technology,Beginner,
472,2/13/2024 23:47,2/13/2024 23:48,United States,Threat Hunter,Technology,Beginner,
473,2/13/2024 23:54,2/13/2024 23:56,Netherlands,Security Researcher,Technology,Beginner,Possibilities and advancements of jupyter usage in infosec (and LLM applications)
474,2/14/2024 0:17,2/14/2024 0:18,Australia ,Security Analyst,Finance,Intermediate,
475,2/14/2024 0:37,2/14/2024 0:57,India,Cyber Security Consultant,Technology,Beginner,I am Beginner. I am expecting to learn all about Jupyter Notebooks
476,2/14/2024 1:05,2/14/2024 1:07,United States,Information Security,Technology,Beginner,get some knowledge of how folks are using jupyter notebooks for security visualization
477,2/14/2024 1:16,2/14/2024 1:17,Australia,Principal Security Strategist,Technology,Beginner,
478,2/14/2024 1:11,2/14/2024 1:21,India,Security Analyst,Education,Beginner,Interested in learning how can Jupyter Notebooks used for DFIR and stuffs
479,2/14/2024 1:53,2/14/2024 1:54,India ,Senior Cloud Security Engineer ,Consulting,Beginner,Learn about the usecases of leveraging Jupiter Notebook
480,2/14/2024 0:53,2/14/2024 2:03,United States ,Security consultant ,Consulting,Advanced,Using notebooks in deployment
481,2/14/2024 3:27,2/14/2024 3:28,United States ,Student ,Student,Beginner,
483,2/14/2024 3:32,2/14/2024 3:33,France,Pentester,Technology,Intermediate,
484,2/14/2024 4:09,2/14/2024 4:12,switzerland,Malware researcher,Finance,Advanced,We use them for POCs in developments. I want to see what can we use in infosec
485,2/14/2024 4:19,2/14/2024 4:21,United Kingdom ,Student,Student,Beginner,Learn more advanced concepts 
486,2/14/2024 4:41,2/14/2024 4:42,Mauritius ,IT Support ,Hotel & Food Services,Beginner,
487,2/14/2024 6:39,2/14/2024 6:41,United Kingdom,Student,Student,Beginner,
488,2/14/2024 7:08,2/14/2024 7:12,France,Cybersecurity Engineer,Retail,Intermediate,"Anything really, but preferably something that is related to Threat Hunting"
489,2/14/2024 7:08,2/14/2024 7:18,France,Head of Cybersecurity - IT security Engineer,Technology,Intermediate,
490,2/14/2024 7:16,2/14/2024 7:28,Portugal,Threat Hunting Lead,Technology,Advanced,"Learn about new ideas to improve cyber defense, specially threat hunting and detection engineering, using Jupyter Notebooks."
491,2/14/2024 8:10,2/14/2024 8:11,Bratislava,Security Analyst,Technology,Beginner,How to detect the cool things with minimal/awkward telemetry.
492,2/14/2024 8:15,2/14/2024 8:18,Belgium,Cloud Security Officer,Technology,Beginner,
493,2/13/2024 23:37,2/14/2024 8:29,United States,Security Research,Technology,Beginner,
494,2/14/2024 9:00,2/14/2024 9:02,United States,Cybersecurity Analyst ,Finance,Intermediate,
495,2/14/2024 9:51,2/14/2024 9:52,South Africa,Consultant,Consulting,Intermediate,Inspiration and tips/tricks
496,2/14/2024 10:47,2/14/2024 10:49,United States,Researcher,Consulting,Beginner,
497,2/14/2024 10:54,2/14/2024 10:56,United States,Consultant,Finance,Beginner,Improve workflow
498,2/14/2024 7:06,2/14/2024 11:01,India,Student,Education,Intermediate,
499,2/14/2024 11:00,2/14/2024 11:01,Italy,Sales Engineer,Technology,Intermediate,
